payment_id,payment_date,amount,currency,country,payment_type,channel,counterparty_risk_score,historical_failure_count,settlement_window,is_failed,payment_year,payment_month,payment_day,day_of_week,hour_of_day,is_weekend,amount_log,is_high_value,amount_bucket,risk_band,has_prior_failures,prior_failure_band,settlement_speed_days,is_large_international,risk_adjusted_amount,amount_z_score,is_extreme_amount,amount_percentile_rank,is_top_1pct_amount,risk_adjusted_amount_z_score,is_extreme_risk_adjusted_amount,risk_score_percentile_rank,is_top_1pct_risk_score,is_high_risk_large_payment,is_large_file_payment,is_high_risk_swift_payment,is_prior_failure_high_value,country_frequency,currency_frequency,is_rare_country,is_rare_currency,rule_anomaly_score,is_rule_based_anomaly,anomaly_reasons,is_isolation_forest_anomaly,isolation_forest_anomaly_score,isolation_forest_anomaly_rank,anomaly_source,recommended_action,is_combined_anomaly
P-E483EFF3,2024-02-05 20:55:00,64618.9,JPY,DE,ACH,API,0.186,0,SAME_DAY,False,2024,2,5,0,20,False,11.07627769186878,False,MEDIUM,LOW,False,NONE,0,False,12019.1154,-0.2583248614675453,False,0.5188,False,-0.3157700667168052,False,0.309,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE,False,0.10482712306898906,4376.0,NORMAL,No anomaly review needed,False
P-F34DC766,2024-01-11 00:48:00,6809.16,EUR,AU,WIRE,API,0.283,0,SAME_DAY,False,2024,1,11,3,0,False,8.826170893728058,False,LOW,LOW,False,NONE,0,False,1926.99228,-0.504678596020664,False,0.0378,False,-0.4469615714480606,False,0.5394,False,False,False,False,False,0.1456,0.1634,False,False,0,False,NONE,False,0.06578758482187869,1463.0,NORMAL,No anomaly review needed,False
P-9A08C634,2024-04-12 19:57:00,23227.21,JPY,CA,ACH,MOBILE,0.081,0,SAME_DAY,False,2024,4,12,4,19,False,10.053122767263885,False,MEDIUM,LOW,False,NONE,0,False,1881.40401,-0.4347137781270041,False,0.221,False,-0.4475541914219036,False,0.0718,False,False,False,False,False,0.135,0.1758,False,False,0,False,NONE,False,0.07848848799952318,2274.0,NORMAL,No anomaly review needed,False
P-A4A35896,2024-02-12 10:55:00,35691.15,USD,CA,RTP,API,0.224,1,SAME_DAY,False,2024,2,12,0,10,False,10.482686055633648,False,MEDIUM,LOW,True,LOW,0,False,7994.8176,-0.3815992308855531,False,0.3322,False,-0.3680835073666137,False,0.3995,False,False,False,False,False,0.135,0.1624,False,False,0,False,NONE,False,0.10044127905219402,4078.0,NORMAL,No anomaly review needed,False
P-77670C64,2024-02-19 13:51:00,27277.88,JPY,DE,ACH,ONLINE,0.307,0,SAME_DAY,False,2024,2,19,0,13,False,10.213868055396114,False,MEDIUM,MEDIUM,False,NONE,0,False,8374.30916,-0.4174520211645565,False,0.26,False,-0.3631503463065244,False,0.59,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE,False,0.09197242139673761,3399.0,NORMAL,No anomaly review needed,False
P-7DD3E31B,2024-06-04 20:06:00,64866.25,USD,GB,SWIFT,BATCH,0.241,3,NEXT_DAY,False,2024,6,4,1,20,False,11.080098152831251,False,MEDIUM,LOW,True,HIGH,1,False,15632.76625,-0.2572707900214238,False,0.52,False,-0.268794788378655,False,0.441,False,False,False,False,False,0.1428,0.1624,False,False,0,False,NONE,False,0.08253672025893355,2614.0,NORMAL,No anomaly review needed,False
P-C4BD9673,2024-05-05 04:56:00,56160.78,EUR,IN,ACH,API,0.261,3,T_PLUS_2,False,2024,5,5,6,4,True,10.935991733354108,False,MEDIUM,LOW,True,HIGH,2,False,14657.96358,-0.2943687781033653,False,0.4764,False,-0.2814666342898398,False,0.4887,False,False,False,False,False,0.1428,0.1634,False,False,0,False,NONE,False,0.0545159797552045,936.0,NORMAL,No anomaly review needed,False
P-ED430EA9,2024-02-13 00:49:00,5284.98,JPY,GB,ACH,ONLINE,0.257,4,NEXT_DAY,False,2024,2,13,1,0,False,8.57281331157781,False,LOW,LOW,True,HIGH,1,False,1358.23986,-0.5111738239032176,False,0.0218,False,-0.4543550093710953,False,0.4788,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE,False,0.042356477769311285,575.0,NORMAL,No anomaly review needed,False
P-C92A7118,2024-05-02 01:45:00,35257.66,GBP,US,ACH,FILE,0.342,0,T_PLUS_2,False,2024,5,2,3,1,False,10.470466451826423,False,MEDIUM,MEDIUM,False,NONE,2,False,12058.119720000002,-0.3834465299806784,False,0.3282,False,-0.3152630341161347,False,0.6607,False,False,False,False,False,0.1398,0.1622,False,False,0,False,NONE,False,0.06639786150673543,1491.0,NORMAL,No anomaly review needed,False
P-13237166,2024-03-30 18:56:00,140855.2,GBP,DE,WIRE,FILE,0.438,1,SAME_DAY,False,2024,3,30,5,18,True,11.855494790795088,False,HIGH,MEDIUM,True,LOW,0,False,61694.5776,0.0665528704425432,False,0.7602,False,0.3299809369866255,False,0.817,False,False,False,False,False,0.1448,0.1622,False,False,0,False,NONE,False,0.07563009008742422,2084.0,NORMAL,No anomaly review needed,False
P-B73B4526,2024-01-26 14:21:00,37607.19,CAD,US,RTP,BATCH,0.247,3,NEXT_DAY,False,2024,1,26,4,14,False,10.534977124807776,False,MEDIUM,LOW,True,HIGH,1,False,9288.97593,-0.3734341083724064,False,0.3502,False,-0.3512602307721454,False,0.4567,False,False,False,False,False,0.1398,0.1768,False,False,0,False,NONE,False,0.06270781350007054,1283.0,NORMAL,No anomaly review needed,False
P-1F487B2D,2024-05-08 09:12:00,23276.83,JPY,CA,WIRE,FILE,0.301,2,NEXT_DAY,False,2024,5,8,2,9,False,10.055256684442348,False,MEDIUM,MEDIUM,True,LOW,1,False,7006.325830000001,-0.4345023246191951,False,0.2218,False,-0.3809333033093293,False,0.5773,False,False,False,False,False,0.135,0.1758,False,False,0,False,NONE,False,0.08364689959519434,2703.0,NORMAL,No anomaly review needed,False
P-E506F922,2024-05-11 01:27:00,158810.73,CAD,AU,ACH,ONLINE,0.164,2,SAME_DAY,False,2024,5,11,5,1,True,11.975474691565918,False,HIGH,LOW,True,LOW,0,False,26044.959720000003,0.1430695935999308,False,0.791,False,-0.133442562425802,False,0.2547,False,False,False,False,False,0.1456,0.1768,False,False,0,False,NONE,False,0.08567196984781533,2845.0,NORMAL,No anomaly review needed,False
P-EBC89F8A,2024-05-29 00:58:00,82640.01,GBP,IN,ACH,FILE,0.131,1,NEXT_DAY,False,2024,5,29,2,0,False,11.32226132540325,False,MEDIUM,LOW,True,LOW,1,False,10825.84131,-0.1815286719449398,False,0.6054,False,-0.3312819091272176,False,0.1797,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE,False,0.11518389597780965,4846.0,NORMAL,No anomaly review needed,False
P-E85A5B15,2024-04-30 05:32:00,188647.92,EUR,DE,WIRE,API,0.362,2,NEXT_DAY,False,2024,4,30,1,5,False,12.147643000488712,False,HIGH,MEDIUM,True,LOW,1,False,68290.54704,0.2702195026822233,False,0.8318,False,0.4157245556192703,False,0.6985,False,False,False,False,False,0.1448,0.1634,False,False,0,False,NONE,False,0.08901690446941007,3121.0,NORMAL,No anomaly review needed,False
P-1202DAD7,2024-03-24 10:21:00,174695.24,GBP,US,WIRE,API,0.414,0,SAME_DAY,False,2024,3,24,6,10,True,12.070803973280343,False,HIGH,MEDIUM,False,NONE,0,False,72323.82935999999,0.2107607536024902,False,0.8124,False,0.4681547896022626,False,0.786,False,False,False,False,False,0.1398,0.1622,False,False,0,False,NONE,False,0.06597774455924171,1471.0,NORMAL,No anomaly review needed,False
P-AC8A7E56,2024-06-13 01:33:00,300894.75,EUR,JP,WIRE,FILE,0.219,4,SAME_DAY,False,2024,6,13,3,1,False,12.614519138224605,False,HIGH,LOW,True,HIGH,0,False,65895.95025,0.7485545680578682,False,0.913,False,0.3845962437299544,False,0.3871,False,False,False,False,False,0.1492,0.1634,False,False,0,False,NONE,False,0.03802297491790829,481.0,NORMAL,No anomaly review needed,False
P-A34426D4,2024-01-18 11:05:00,685293.91,AUD,GB,SWIFT,FILE,0.323,2,T_PLUS_2,False,2024,1,18,3,11,False,13.437604550142275,True,VERY_HIGH,MEDIUM,True,LOW,2,True,221349.93293,2.386655148082649,False,0.9776,False,2.4054041214935107,False,0.6231,False,False,True,False,False,0.1428,0.1594,False,False,1,True,is_large_file_payment,True,-0.06857064044665273,49.0,RULE_AND_MODEL,High-priority review,True
P-D61D19DB,2024-03-14 04:01:00,6302.7,GBP,JP,ACH,MOBILE,0.417,1,SAME_DAY,False,2024,3,14,3,4,False,8.748892041572843,False,LOW,MEDIUM,True,LOW,0,False,2628.2259,-0.5068368536499455,False,0.032,False,-0.4378459579461174,False,0.789,False,False,False,False,False,0.1492,0.1622,False,False,0,False,NONE,False,0.05560435835482391,967.0,NORMAL,No anomaly review needed,False
P-55E5F44A,2024-01-16 11:07:00,29394.61,USD,IN,WIRE,ONLINE,0.785,1,NEXT_DAY,False,2024,1,16,1,11,False,10.28860062244958,False,MEDIUM,HIGH,True,LOW,1,False,23074.76885,-0.408431666799693,False,0.2804,False,-0.1720532496856635,False,0.9976,True,False,False,False,False,0.1428,0.1624,False,False,1,True,is_top_1pct_risk_score,False,0.04580445722519555,658.0,RULE_ONLY,Review known risk pattern,True
P-670E81A7,2024-04-11 02:29:00,142447.57,AUD,JP,ACH,API,0.065,2,SAME_DAY,False,2024,4,11,3,2,False,11.866736301265629,False,HIGH,LOW,True,LOW,0,False,9259.09205,0.0733386870936879,False,0.7628,False,-0.35164870316173,False,0.0447,False,False,False,False,False,0.1492,0.1594,False,False,0,False,NONE,False,0.08703403000533683,2955.0,NORMAL,No anomaly review needed,False
P-4352E372,2024-01-19 15:25:00,18515.06,AUD,JP,SWIFT,BATCH,0.115,1,NEXT_DAY,False,2024,1,19,4,15,False,9.82639374258661,False,MEDIUM,LOW,True,LOW,1,False,2129.2319,-0.4547944038187038,False,0.1712,False,-0.444332578544526,False,0.1436,False,False,False,False,False,0.1492,0.1594,False,False,0,False,NONE,False,0.10085486167681235,4117.0,NORMAL,No anomaly review needed,False
P-7CCF7CA6,2024-06-03 06:49:00,93244.83,USD,AU,ACH,BATCH,0.044,2,NEXT_DAY,False,2024,6,3,0,6,False,11.4429946180075,False,MEDIUM,LOW,True,LOW,1,False,4102.77252,-0.1363366850710392,False,0.6438,False,-0.4186777425395076,False,0.0231,False,False,False,False,False,0.1456,0.1624,False,False,0,False,NONE,False,0.10791838304899815,4560.0,NORMAL,No anomaly review needed,False
P-86601295,2024-06-09 09:26:00,257652.11,USD,US,RTP,ONLINE,0.309,0,SAME_DAY,False,2024,6,9,6,9,True,12.459369424321984,False,HIGH,MEDIUM,False,NONE,0,False,79614.50198999999,0.5642779071364374,False,0.8874,False,0.5629291300913508,False,0.5948,False,False,False,False,False,0.1398,0.1624,False,False,0,False,NONE,False,0.03740488779382445,471.0,NORMAL,No anomaly review needed,False
P-68A1E46E,2024-04-29 14:45:00,98436.36,JPY,AU,ACH,ONLINE,0.45,0,SAME_DAY,False,2024,4,29,0,14,False,11.497175685778856,False,MEDIUM,MEDIUM,False,NONE,0,False,44296.362,-0.1142132020118773,False,0.6598,False,0.1038146430301561,False,0.8362,False,False,False,False,False,0.1456,0.1758,False,False,0,False,NONE,False,0.08652074415151051,2914.0,NORMAL,No anomaly review needed,False
P-2EB90AD9,2024-03-19 15:24:00,106611.07,JPY,GB,ACH,API,0.092,1,SAME_DAY,False,2024,3,19,1,15,False,11.576952011321072,False,HIGH,LOW,True,LOW,0,False,9808.21844,-0.0793770249699338,False,0.6838,False,-0.3445103917742108,False,0.0916,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE,False,0.10307597596250567,4285.0,NORMAL,No anomaly review needed,False
P-53C4048A,2024-05-03 23:10:00,130688.61,GBP,CA,ACH,FILE,0.415,0,SAME_DAY,False,2024,5,3,4,23,False,11.780580401425638,False,HIGH,MEDIUM,False,NONE,0,False,54235.77315,0.0232283819710435,False,0.7396,False,0.2330209843922616,False,0.7868,False,False,False,False,False,0.135,0.1622,False,False,0,False,NONE,False,0.07770151963503918,2214.0,NORMAL,No anomaly review needed,False
P-4106E884,2024-06-10 22:29:00,23747.28,GBP,US,WIRE,ONLINE,0.247,2,SAME_DAY,False,2024,6,10,0,22,False,10.075265385787624,False,MEDIUM,LOW,True,LOW,0,False,5865.57816,-0.4324975220648069,False,0.226,False,-0.3957623339866695,False,0.4567,False,False,False,False,False,0.1398,0.1622,False,False,0,False,NONE,False,0.11151644072403472,4733.0,NORMAL,No anomaly review needed,False
P-390BEE62,2024-03-29 15:44:00,89588.23,JPY,US,WIRE,BATCH,0.462,0,SAME_DAY,False,2024,3,29,4,15,False,11.402990390845458,False,MEDIUM,MEDIUM,False,NONE,0,False,41389.76226,-0.1519191295824128,False,0.6298,False,0.0660306020500778,False,0.8537,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE,False,0.08163521381412175,2535.0,NORMAL,No anomaly review needed,False
P-03BA7A00,2024-03-13 23:48:00,123105.53,AUD,IN,ACH,ONLINE,0.303,1,SAME_DAY,False,2024,3,13,2,23,False,11.720805357069455,False,HIGH,MEDIUM,True,LOW,0,False,37300.97559,-0.0090865891292427,False,0.724,False,0.0128788450427377,False,0.5821,False,False,False,False,False,0.1428,0.1594,False,False,0,False,NONE,False,0.10070067088681456,4101.0,NORMAL,No anomaly review needed,False
P-C8011AE5,2024-02-08 06:26:00,699003.17,CAD,US,ACH,API,0.129,2,T_PLUS_2,False,2024,2,8,3,6,False,13.45741198686339,True,VERY_HIGH,LOW,True,LOW,2,False,90171.40893,2.4450765732431794,False,0.9786,False,0.7001625437445956,False,0.1747,False,False,False,False,False,0.1398,0.1768,False,False,0,False,NONE,True,-0.0018624641352352755,192.0,MODEL_ONLY,Investigate unusual pattern,True
P-7FA51CB9,2024-01-28 01:31:00,19884.39,AUD,US,WIRE,FILE,0.313,0,SAME_DAY,False,2024,1,28,6,1,True,9.89774057022291,False,MEDIUM,MEDIUM,False,NONE,0,False,6223.814069999999,-0.4489590625883917,False,0.1882,False,-0.3911054835377749,False,0.6024,False,False,False,False,False,0.1398,0.1594,False,False,0,False,NONE,False,0.0661834409548307,1479.0,NORMAL,No anomaly review needed,False
P-219E6F38,2024-06-22 20:00:00,531721.76,AUD,CA,SWIFT,ONLINE,0.186,0,SAME_DAY,False,2024,6,22,5,20,True,13.183877504669937,True,VERY_HIGH,LOW,False,NONE,0,True,98900.24736,1.7322139989639762,False,0.9638,False,0.8136321709549806,False,0.309,False,False,False,False,False,0.135,0.1594,False,False,0,False,NONE,True,-0.018212206188426228,148.0,MODEL_ONLY,Investigate unusual pattern,True
P-26365C25,2024-01-03 07:31:00,5489.68,JPY,US,WIRE,MOBILE,0.268,1,NEXT_DAY,False,2024,1,3,2,7,False,8.61080738839985,False,LOW,LOW,True,LOW,1,False,1471.2342400000002,-0.5103015036080041,False,0.024,False,-0.4528861506817876,False,0.5048,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE,False,0.06079727917548239,1183.0,NORMAL,No anomaly review needed,False
P-C0F0D513,2024-01-06 03:10:00,101646.44,GBP,JP,ACH,API,0.25,1,NEXT_DAY,False,2024,1,6,5,3,True,11.52926563428289,False,HIGH,LOW,True,LOW,1,False,25411.61,-0.1005335833833508,False,0.6696,False,-0.1416757262308745,False,0.4641,False,False,False,False,False,0.1492,0.1622,False,False,0,False,NONE,False,0.09392839910848455,3563.0,NORMAL,No anomaly review needed,False
P-3F0008EB,2024-02-05 10:51:00,135436.58,USD,US,ACH,FILE,0.063,3,T_PLUS_2,False,2024,2,5,0,10,False,11.816266148956895,False,HIGH,LOW,True,HIGH,2,False,8532.50454,0.0434616530607624,False,0.7502,False,-0.3610939019194554,False,0.0418,False,False,False,False,False,0.1398,0.1624,False,False,0,False,NONE,False,0.0398252755093248,520.0,NORMAL,No anomaly review needed,False
P-7BA58B45,2024-06-17 12:31:00,100292.21,USD,AU,WIRE,API,0.293,0,SAME_DAY,False,2024,6,17,0,12,False,11.515853274749215,False,HIGH,LOW,False,NONE,0,False,29385.61753,-0.1063045766094727,False,0.6648,False,-0.0900160287148142,False,0.5598,False,False,False,False,False,0.1456,0.1624,False,False,0,False,NONE,False,0.08254179471433581,2615.0,NORMAL,No anomaly review needed,False
P-8050C524,2024-06-08 20:24:00,51756.22,USD,JP,WIRE,ONLINE,0.45,0,NEXT_DAY,False,2024,6,8,5,20,True,10.85431921830425,False,MEDIUM,MEDIUM,False,NONE,1,False,23290.299000000003,-0.3131386221653397,False,0.4472,False,-0.1692514879198544,False,0.8362,False,False,False,False,False,0.1492,0.1624,False,False,0,False,NONE,False,0.07350052413974589,1938.0,NORMAL,No anomaly review needed,False
P-4931AEFB,2024-05-27 00:13:00,313766.53,EUR,CA,RTP,BATCH,0.296,0,NEXT_DAY,False,2024,5,27,0,0,False,12.65640764037728,False,HIGH,LOW,False,NONE,1,False,92874.89288,0.8034071080164661,False,0.9194,False,0.7353062021403621,False,0.5662,False,False,False,False,False,0.135,0.1634,False,False,0,False,NONE,False,0.048479008194212914,738.0,NORMAL,No anomaly review needed,False
P-D5414E7E,2024-03-07 19:01:00,593731.23,GBP,US,ACH,ONLINE,0.284,2,NEXT_DAY,False,2024,3,7,3,19,False,13.294183705462071,True,VERY_HIGH,LOW,True,LOW,1,False,168619.66932,1.996464703294416,False,0.9698,False,1.7199425446165468,False,0.5416,False,False,False,False,False,0.1398,0.1622,False,False,0,False,NONE,False,0.023208825431432656,288.0,NORMAL,No anomaly review needed,False
P-5C124AC4,2024-06-22 14:45:00,18632.25,GBP,JP,WIRE,BATCH,0.333,1,NEXT_DAY,False,2024,6,22,5,14,True,9.832702898193164,False,MEDIUM,MEDIUM,True,LOW,1,False,6204.539250000001,-0.4542950036457869,False,0.173,False,-0.3913560445554277,False,0.6412,False,False,False,False,False,0.1492,0.1622,False,False,0,False,NONE,False,0.0947502685025185,3638.0,NORMAL,No anomaly review needed,False
P-CFCB9640,2024-01-17 02:15:00,29422.29,EUR,GB,ACH,BATCH,0.64,1,SAME_DAY,False,2024,1,17,2,2,False,10.289541816591036,False,MEDIUM,HIGH,True,LOW,0,False,18830.2656,-0.4083137096635352,False,0.281,False,-0.2272292281773135,False,0.9744,False,False,False,False,False,0.1428,0.1634,False,False,0,False,NONE,False,0.09139885907840906,3334.0,NORMAL,No anomaly review needed,False
P-495438EA,2024-06-06 11:40:00,54236.89,AUD,DE,ACH,API,0.209,1,NEXT_DAY,False,2024,6,6,3,11,False,10.901135020677666,False,MEDIUM,LOW,True,LOW,1,False,11335.51001,-0.3025673530557764,False,0.4634,False,-0.3246565238765249,False,0.3599,False,False,False,False,False,0.1448,0.1594,False,False,0,False,NONE,False,0.11659717823957005,4882.0,NORMAL,No anomaly review needed,False
P-2DBE1D08,2024-06-10 19:17:00,36451.8,GBP,US,ACH,FILE,0.313,2,NEXT_DAY,False,2024,6,10,0,19,False,10.503773552044786,False,MEDIUM,MEDIUM,True,LOW,1,False,11409.4134,-0.3783577534426892,False,0.3406,False,-0.3236958244455373,False,0.6024,False,False,False,False,False,0.1398,0.1622,False,False,0,False,NONE,False,0.09913626102240136,3984.0,NORMAL,No anomaly review needed,False
P-8E3EF9CC,2024-03-21 20:39:00,141522.03,CAD,US,ACH,API,0.195,1,SAME_DAY,False,2024,3,21,3,20,False,11.860217739005824,False,HIGH,LOW,True,LOW,0,False,27596.79585,0.0693945379679818,False,0.7614,False,-0.1132696300734837,False,0.3275,False,False,False,False,False,0.1398,0.1768,False,False,0,False,NONE,False,0.09492615322057452,3656.0,NORMAL,No anomaly review needed,False
P-E4367B78,2024-05-28 17:56:00,10825.84,AUD,JP,ACH,ONLINE,0.384,1,SAME_DAY,False,2024,5,28,1,17,False,9.289783515331566,False,MEDIUM,MEDIUM,True,LOW,0,False,4157.12256,-0.4875616859895029,False,0.0818,False,-0.4179712248479355,False,0.7368,False,False,False,False,False,0.1492,0.1594,False,False,0,False,NONE,False,0.08971333827697936,3172.0,NORMAL,No anomaly review needed,False
P-14BA2F9F,2024-06-01 01:58:00,54519.0,GBP,DE,WIRE,ONLINE,0.144,0,NEXT_DAY,False,2024,6,1,5,1,True,10.90632288581047,False,MEDIUM,LOW,False,NONE,1,False,7850.735999999999,-0.3013651533563005,False,0.4662,False,-0.3699564811386665,False,0.2083,False,False,False,False,False,0.1448,0.1622,False,False,0,False,NONE,False,0.08966999737670234,3169.0,NORMAL,No anomaly review needed,False
P-3598A258,2024-03-07 05:40:00,18245.51,USD,DE,ACH,BATCH,0.368,0,NEXT_DAY,False,2024,3,7,3,5,False,9.811729107846586,False,MEDIUM,MEDIUM,False,NONE,1,False,6714.347679999999,-0.4559430796153566,False,0.1684,False,-0.3847288428991345,False,0.7106,False,False,False,False,False,0.1448,0.1624,False,False,0,False,NONE,False,0.09109615128657333,3301.0,NORMAL,No anomaly review needed,False
P-8336EB2F,2024-03-26 21:52:00,624171.67,AUD,JP,SWIFT,FILE,0.333,1,NEXT_DAY,False,2024,3,26,1,21,False,13.34418232381669,True,VERY_HIGH,MEDIUM,True,LOW,1,True,207849.16611,2.126185336451391,False,0.9736,False,2.2299023075460003,False,0.6412,False,False,True,False,False,0.1492,0.1594,False,False,1,True,is_large_file_payment,True,-0.03900993669084629,106.0,RULE_AND_MODEL,High-priority review,True
P-0EA71EBA,2024-04-28 11:03:00,5712.61,JPY,IN,SWIFT,BATCH,0.404,1,NEXT_DAY,False,2024,4,28,6,11,True,8.650606327048678,False,LOW,MEDIUM,True,LOW,1,False,2307.89444,-0.5093514969474667,False,0.0268,False,-0.4420100734399996,False,0.7686,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE,False,0.05037851197829635,795.0,NORMAL,No anomaly review needed,False
P-7B9C0663,2024-01-05 02:16:00,139962.49,JPY,CA,WIRE,BATCH,0.204,1,NEXT_DAY,False,2024,1,5,4,2,False,11.849136881866649,False,HIGH,LOW,True,LOW,1,False,28552.34796,0.0627486249577353,False,0.7596,False,-0.1008480298146052,False,0.3487,False,False,False,False,False,0.135,0.1758,False,False,0,False,NONE,False,0.10016670959481061,4065.0,NORMAL,No anomaly review needed,False
P-5FCBD4D3,2024-02-15 16:50:00,55788.23,EUR,IN,WIRE,ONLINE,0.198,1,SAME_DAY,False,2024,2,15,3,16,False,10.929336118987742,False,MEDIUM,LOW,True,LOW,0,False,11046.06954,-0.2959563839948251,False,0.4742,False,-0.3284190751591356,False,0.3347,False,False,False,False,False,0.1428,0.1634,False,False,0,False,NONE,False,0.12159728674468467,4969.0,NORMAL,No anomaly review needed,False
P-FA16F721,2024-05-15 09:48:00,248601.07,JPY,GB,ACH,API,0.427,1,NEXT_DAY,False,2024,5,15,2,9,False,12.423608784653204,False,HIGH,MEDIUM,True,LOW,1,False,106152.65689,0.5257072872791322,False,0.8814,False,0.907909114255688,False,0.8035,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE,False,0.08293385702692946,2643.0,NORMAL,No anomaly review needed,False
P-AC256B2F,2024-01-04 04:45:00,88787.31,AUD,CA,ACH,API,0.845,2,NEXT_DAY,False,2024,1,4,3,4,False,11.394010276170269,False,MEDIUM,HIGH,True,LOW,1,False,75025.27695,-0.1553322159079746,False,0.6272,False,0.5032719765480284,False,0.9994,True,False,False,False,False,0.135,0.1594,False,False,1,True,is_top_1pct_risk_score,False,0.03497755480317988,421.0,RULE_ONLY,Review known risk pattern,True
P-E5F8BD8B,2024-01-01 17:10:00,101537.69,AUD,US,ACH,ONLINE,0.26,2,T_PLUS_2,False,2024,1,1,0,17,False,11.528195187098486,False,HIGH,LOW,True,LOW,2,False,26399.7994,-0.1009970168572369,False,0.6694,False,-0.1288298609155219,False,0.4862,False,False,False,False,False,0.1398,0.1594,False,False,0,False,NONE,False,0.07787371430710432,2228.0,NORMAL,No anomaly review needed,False
P-8AB2F866,2024-06-05 15:48:00,220466.91,GBP,JP,SWIFT,BATCH,0.415,2,SAME_DAY,False,2024,6,5,2,15,False,12.303507430398282,False,HIGH,MEDIUM,True,LOW,0,False,91493.76765,0.405814767705182,False,0.8592,False,0.7173524083755074,False,0.7868,False,False,False,False,False,0.1492,0.1622,False,False,0,False,NONE,False,0.07507880037692966,2037.0,NORMAL,No anomaly review needed,False
P-3951602C,2024-03-19 04:04:00,223779.49,EUR,JP,WIRE,BATCH,0.041,3,SAME_DAY,False,2024,3,19,1,4,False,12.318420895009863,False,HIGH,LOW,True,HIGH,0,False,9174.95909,0.4199311856999,False,0.862,False,-0.3527423808238684,False,0.0204,False,False,False,False,False,0.1492,0.1634,False,False,0,False,NONE,False,0.04645156705261311,673.0,NORMAL,No anomaly review needed,False
P-B6BA5A37,2024-01-25 19:20:00,42961.4,USD,IN,WIRE,API,0.1,2,SAME_DAY,False,2024,1,25,3,19,False,10.668080593544092,False,MEDIUM,LOW,True,LOW,0,False,4296.14,-0.3506173714508833,False,0.3868,False,-0.4161640820970366,False,0.1097,False,False,False,False,False,0.1428,0.1624,False,False,0,False,NONE,False,0.11572070477239987,4863.0,NORMAL,No anomaly review needed,False
P-06479D42,2024-05-18 23:22:00,718373.08,GBP,IN,ACH,BATCH,0.575,1,NEXT_DAY,True,2024,5,18,5,23,True,13.484745715141049,True,VERY_HIGH,MEDIUM,True,LOW,1,True,413064.521,2.5276206162791417,False,0.9798,False,4.897577967251754,True,0.9408,False,False,False,False,False,0.1428,0.1622,False,False,1,True,is_extreme_risk_adjusted_amount,True,-0.0405706578439986,103.0,RULE_AND_MODEL,High-priority review,True
P-69FB134F,2024-05-31 17:40:00,86827.9,USD,CA,SWIFT,API,0.473,0,SAME_DAY,False,2024,5,31,4,17,False,11.371694794541876,False,MEDIUM,MEDIUM,False,NONE,0,False,41069.5967,-0.1636821578212357,False,0.6216,False,0.0618686431559888,False,0.8648,False,False,False,False,False,0.135,0.1624,False,False,0,False,NONE,False,0.08968608153232871,3170.0,NORMAL,No anomaly review needed,False
P-72A88B49,2024-06-14 10:10:00,81321.96,USD,GB,ACH,BATCH,0.568,0,SAME_DAY,True,2024,6,14,4,10,False,11.30618366648958,False,MEDIUM,MEDIUM,False,NONE,0,False,46190.87328,-0.1871454856484392,False,0.597,False,0.1284421453503553,False,0.9368,False,False,False,False,False,0.1428,0.1624,False,False,0,False,NONE,False,0.0924157019134747,3439.0,NORMAL,No anomaly review needed,False
P-A2C816B7,2024-02-22 14:14:00,61027.09,EUR,AU,WIRE,ONLINE,0.477,0,NEXT_DAY,False,2024,2,22,3,14,False,11.019089528964916,False,MEDIUM,MEDIUM,False,NONE,1,False,29109.92193,-0.2736312061649136,False,0.5016,False,-0.0935999049895802,False,0.8676,False,False,False,False,False,0.1456,0.1634,False,False,0,False,NONE,False,0.07939243477791219,2337.0,NORMAL,No anomaly review needed,False
P-8E1B87A8,2024-06-05 17:02:00,46298.51,CAD,DE,WIRE,BATCH,0.125,1,SAME_DAY,False,2024,6,5,2,17,False,10.742886656864975,False,MEDIUM,LOW,True,LOW,0,False,5787.31375,-0.3363964199102854,False,0.4084,False,-0.3967797240435204,False,0.1663,False,False,False,False,False,0.1448,0.1768,False,False,0,False,NONE,False,0.11508326920500173,4841.0,NORMAL,No anomaly review needed,False
P-DF5FACA4,2024-04-08 00:23:00,222096.79,GBP,AU,WIRE,API,0.21,0,SAME_DAY,False,2024,4,8,0,0,False,12.310873059360253,False,HIGH,LOW,False,NONE,0,False,46640.3259,0.4127604316170667,False,0.8608,False,0.1342847579326725,False,0.362,False,False,False,False,False,0.1456,0.1622,False,False,0,False,NONE,False,0.0834883333156149,2682.0,NORMAL,No anomaly review needed,False
